Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Fraud_Label
134.67,Online,49105.8,Mobile,Sydney,Travel,1,Amex,228,2268.05,OTP,0.9498,1
16.77,POS,76840.9,Laptop,Tokyo,Clothing,0,Mastercard,71,4222.92,OTP,0.3303,0
101.67,Bank Transfer,36088.31,Mobile,New York,Clothing,0,Visa,107,947.17,Password,0.0147,1
24.85,Online,23498.55,Mobile,London,Electronics,0,Visa,209,2626.04,Password,0.3838,1
0.37,ATM Withdrawal,2856.89,Tablet,Tokyo,Electronics,0,Discover,9,3735.8,Password,0.3461,0
9.89,POS,17971.67,Mobile,London,Clothing,1,Visa,15,1731.06,OTP,0.4304,0
5.11,POS,22306.78,Mobile,Tokyo,Clothing,0,Amex,8,4817.54,Biometric,0.9476,1
23.43,POS,20228.06,Tablet,New York,Restaurants,0,Amex,219,817.61,OTP,0.1292,0
149.87,Bank Transfer,66553.56,Mobile,Mumbai,Electronics,0,Visa,25,4074.53,Biometric,0.4226,1
113.05,ATM Withdrawal,8375.51,Mobile,Mumbai,Clothing,0,Amex,36,3018.87,PIN,0.9746,1
34.6,Bank Transfer,46506.18,Tablet,Tokyo,Clothing,0,Visa,184,4056.96,PIN,0.7997,0
100.89,Online,53003.48,Mobile,Mumbai,Clothing,0,Mastercard,14,1574.12,Password,0.7693,0
29.13,ATM Withdrawal,25826.24,Mobile,London,Clothing,0,Mastercard,40,3425.07,OTP,0.3176,0
51.42,Online,68386.25,Laptop,Sydney,Restaurants,0,Discover,220,95.33,OTP,0.674,0
31.69,ATM Withdrawal,44460.8,Tablet,Tokyo,Travel,0,Discover,208,805.92,PIN,0.431,0
233.65,POS,51764.65,Tablet,Mumbai,Groceries,0,Visa,10,3328.36,Password,0.5104,0
21.18,Bank Transfer,23009.33,Laptop,Tokyo,Clothing,0,Discover,159,293.31,PIN,0.5388,0
230.48,Bank Transfer,60584.76,Mobile,Sydney,Travel,0,Mastercard,124,1535.06,OTP,0.597,0
33.05,POS,6165.13,Tablet,Mumbai,Travel,0,Mastercard,119,536.89,OTP,0.8786,1
70.27,ATM Withdrawal,28015.48,Tablet,London,Restaurants,0,Mastercard,29,3015.29,PIN,0.9108,1
177.02,Online,28562.35,Mobile,Mumbai,Travel,1,Amex,68,3281.91,PIN,0.7906,1
139.77,Online,36144.66,Tablet,New York,Groceries,0,Amex,113,3091.5,OTP,0.2155,0
128.4,POS,57896.48,Tablet,London,Groceries,0,Visa,170,531.67,OTP,0.4366,0
161.94,POS,51727.85,Laptop,Sydney,Groceries,0,Amex,102,2959.76,OTP,0.0422,1
56.79,POS,9684.56,Laptop,London,Restaurants,1,Mastercard,132,2833.91,OTP,0.2759,1
53.23,Bank Transfer,23554.97,Tablet,Tokyo,Electronics,1,Visa,139,4379.45,Biometric,0.3105,1
5.44,ATM Withdrawal,2772.66,Tablet,Mumbai,Electronics,0,Mastercard,216,4968.65,Password,0.839,0
188.84,Online,99053.94,Mobile,London,Travel,0,Mastercard,82,1986.34,OTP,0.227,0
25.19,ATM Withdrawal,30006.15,Mobile,Tokyo,Restaurants,0,Discover,40,1246.0,OTP,0.0447,0
82.38,ATM Withdrawal,63565.31,Mobile,Mumbai,Restaurants,1,Visa,52,3887.1,PIN,0.7769,0
74.35,Online,11147.34,Mobile,Tokyo,Groceries,0,Amex,166,1905.49,PIN,0.4152,0
27.62,POS,8594.4,Tablet,Sydney,Restaurants,0,Amex,108,1038.48,Biometric,0.7827,0
162.71,Online,40206.5,Tablet,Sydney,Restaurants,0,Mastercard,3,281.23,Biometric,0.4218,0
42.33,Online,97519.87,Tablet,London,Clothing,0,Visa,24,4518.16,PIN,0.9564,1
269.0,Bank Transfer,51015.09,Laptop,Sydney,Travel,0,Visa,171,2874.02,Biometric,0.4696,1
154.85,Online,47776.23,Tablet,Mumbai,Travel,0,Discover,227,1773.44,Biometric,0.9005,1
106.2,Bank Transfer,23626.65,Tablet,Tokyo,Travel,0,Discover,138,531.61,OTP,0.9374,1
125.17,ATM Withdrawal,9805.05,Mobile,London,Electronics,0,Amex,232,4356.95,OTP,0.2983,0
56.66,Online,24728.92,Mobile,Mumbai,Groceries,0,Visa,179,2039.59,Biometric,0.1046,1
101.89,POS,95136.17,Laptop,Sydney,Groceries,0,Amex,139,3359.98,Password,0.1022,0
21.64,POS,86867.04,Mobile,Sydney,Groceries,0,Discover,92,254.84,OTP,0.2602,1
31.4,Online,40154.28,Mobile,New York,Travel,0,Visa,94,3720.55,Password,0.1597,0
54.92,Online,56924.92,Tablet,London,Travel,0,Discover,94,3931.04,OTP,0.7098,0
125.43,Online,65188.5,Mobile,Sydney,Clothing,0,Amex,179,4813.41,Biometric,0.3919,0
3.57,ATM Withdrawal,20826.71,Mobile,Mumbai,Clothing,0,Mastercard,28,523.14,PIN,0.7527,0
68.15,Online,41207.36,Mobile,Mumbai,Clothing,0,Mastercard,105,2783.08,PIN,0.2574,0
7.31,Online,30028.42,Mobile,London,Electronics,0,Mastercard,106,1900.4,Password,0.2183,0
0.4,ATM Withdrawal,63186.7,Tablet,London,Restaurants,0,Amex,193,801.38,Password,0.2971,0
18.55,Bank Transfer,40345.79,Mobile,Tokyo,Electronics,1,Discover,118,4707.38,PIN,0.2053,1
42.59,Online,8313.31,Laptop,New York,Electronics,0,Discover,146,3253.93,PIN,0.5111,0
71.06,POS,57862.42,Mobile,Tokyo,Electronics,0,Amex,89,3170.79,Biometric,0.6626,1
52.35,Bank Transfer,67061.4,Tablet,Sydney,Groceries,0,Visa,32,3248.55,Biometric,0.8395,1
58.38,POS,7753.71,Mobile,Tokyo,Groceries,0,Visa,25,1891.98,Password,0.0738,1
4.67,Online,21267.7,Mobile,Tokyo,Restaurants,0,Discover,98,1506.04,OTP,0.7214,0
179.88,ATM Withdrawal,53117.44,Tablet,Mumbai,Clothing,0,Mastercard,45,3470.01,OTP,0.5713,0
39.87,POS,7441.59,Mobile,London,Electronics,0,Mastercard,169,3746.26,OTP,0.8221,0
102.53,Bank Transfer,92195.88,Laptop,New York,Restaurants,0,Visa,70,1500.22,Password,0.4181,0
115.8,Bank Transfer,24089.78,Mobile,Tokyo,Restaurants,1,Amex,171,2048.86,Biometric,0.2713,0
43.21,ATM Withdrawal,93619.42,Tablet,Mumbai,Electronics,0,Discover,201,1272.51,OTP,0.5121,0
1.52,POS,31359.71,Mobile,Sydney,Electronics,0,Mastercard,152,1861.17,OTP,0.7344,0
96.83,Bank Transfer,76627.11,Laptop,Tokyo,Travel,0,Visa,115,2216.49,Biometric,0.2901,0
124.72,Bank Transfer,6612.26,Tablet,Tokyo,Restaurants,0,Mastercard,40,1182.44,Password,0.6536,0
56.54,Online,62372.69,Mobile,Mumbai,Travel,0,Amex,197,1282.31,OTP,0.2382,0
10.66,Online,14031.79,Laptop,Sydney,Groceries,0,Visa,42,4402.54,PIN,0.786,1
95.06,ATM Withdrawal,10491.01,Tablet,Mumbai,Travel,0,Discover,176,1207.38,Password,0.1996,0
18.8,Online,22039.55,Mobile,Mumbai,Restaurants,0,Visa,45,1582.31,Biometric,0.9488,1
54.84,Bank Transfer,32436.9,Tablet,London,Restaurants,0,Visa,32,3262.86,OTP,0.6059,0
58.03,Online,37469.92,Mobile,New York,Electronics,0,Mastercard,165,4792.05,OTP,0.718,0
301.84,POS,15657.3,Laptop,New York,Clothing,0,Visa,215,3823.13,Password,0.4566,1
61.9,Online,16031.43,Laptop,New York,Clothing,0,Discover,10,169.98,Password,0.6566,0
31.3,Bank Transfer,92447.83,Laptop,Tokyo,Clothing,0,Amex,24,758.95,PIN,0.481,0
142.33,POS,51483.1,Tablet,London,Travel,0,Visa,176,2730.37,PIN,0.5913,0
324.98,POS,45564.32,Laptop,Mumbai,Travel,0,Discover,207,2682.79,PIN,0.0006,0
166.4,Bank Transfer,92745.05,Tablet,Mumbai,Restaurants,1,Amex,195,2345.92,PIN,0.1733,0
0.24,ATM Withdrawal,91837.23,Laptop,Mumbai,Groceries,0,Visa,120,3360.58,Password,0.5947,0
23.74,Online,95807.08,Mobile,London,Travel,0,Amex,114,1033.95,Password,0.2989,0
22.87,Online,67743.96,Tablet,Sydney,Electronics,1,Mastercard,213,1326.69,OTP,0.6294,0
109.59,Bank Transfer,31030.68,Mobile,Mumbai,Electronics,0,Mastercard,217,1008.3,OTP,0.2471,1
508.49,Online,5388.48,Mobile,London,Groceries,0,Mastercard,59,2344.95,PIN,0.9971,1
375.5,Online,16434.11,Tablet,Mumbai,Clothing,0,Amex,214,4062.91,OTP,0.303,0
63.5,Online,20082.44,Tablet,London,Electronics,0,Amex,219,931.29,Password,0.8164,1
243.16,Bank Transfer,80679.56,Mobile,Sydney,Groceries,1,Visa,230,2255.51,Password,0.375,1
93.2,POS,89145.08,Tablet,Mumbai,Electronics,0,Visa,91,4644.67,Biometric,0.0154,0
104.4,Bank Transfer,52726.28,Mobile,Tokyo,Electronics,0,Discover,227,1088.72,Biometric,0.5151,0
263.67,Online,81165.88,Laptop,Mumbai,Travel,0,Visa,164,2617.77,PIN,0.2245,0
195.25,Online,8201.07,Laptop,London,Clothing,0,Amex,108,1169.11,Biometric,0.6895,0
27.1,POS,10458.07,Laptop,London,Electronics,0,Mastercard,198,3991.2,PIN,0.9681,1
42.83,Online,949.06,Laptop,Mumbai,Electronics,0,Amex,15,2101.2,Biometric,0.7848,1
58.93,POS,1762.36,Laptop,Tokyo,Restaurants,1,Discover,174,3535.22,OTP,0.7879,0
51.19,Online,85239.16,Mobile,New York,Groceries,1,Amex,199,3924.88,Password,0.7782,0
34.76,ATM Withdrawal,66144.22,Tablet,Tokyo,Clothing,0,Mastercard,123,2126.16,OTP,0.6955,0
165.6,POS,94225.94,Tablet,Mumbai,Groceries,0,Discover,161,4386.61,Password,0.2245,0
75.61,POS,71671.07,Mobile,New York,Electronics,0,Discover,219,4862.83,PIN,0.3831,0
16.61,Bank Transfer,59591.5,Mobile,New York,Groceries,0,Mastercard,159,704.89,PIN,0.3778,1
14.17,Online,58610.73,Mobile,Sydney,Electronics,0,Visa,61,2164.06,PIN,0.6771,0
109.32,Bank Transfer,58750.57,Laptop,Sydney,Clothing,0,Mastercard,134,1236.4,Biometric,0.3546,1
259.08,Online,89082.58,Laptop,Mumbai,Travel,0,Amex,185,4685.92,Password,0.9469,1
105.81,Online,25474.65,Laptop,New York,Travel,0,Visa,68,1535.75,Biometric,0.8571,1
224.75,ATM Withdrawal,60249.91,Tablet,New York,Electronics,0,Discover,163,3670.01,Biometric,0.5725,0
88.54,Bank Transfer,41250.26,Laptop,Tokyo,Electronics,0,Mastercard,238,3333.73,PIN,0.0329,1
390.0,Bank Transfer,62097.48,Laptop,Mumbai,Restaurants,1,Visa,239,1697.71,OTP,0.2567,1
65.02,Online,68224.09,Mobile,Sydney,Restaurants,0,Mastercard,76,1154.42,Password,0.1747,0
21.8,Bank Transfer,90567.75,Mobile,Tokyo,Clothing,0,Discover,57,1197.42,Password,0.8971,1
1.18,ATM Withdrawal,45389.85,Laptop,New York,Travel,0,Amex,159,819.75,Password,0.9482,1
10.63,ATM Withdrawal,85666.17,Mobile,Tokyo,Restaurants,0,Visa,152,3375.73,Biometric,0.4513,0
44.22,Bank Transfer,50508.42,Laptop,Tokyo,Restaurants,0,Visa,185,3659.69,Biometric,0.5878,0
44.19,Online,41343.16,Tablet,Mumbai,Clothing,1,Amex,180,1984.03,Biometric,0.6055,0
1.97,POS,90850.03,Laptop,Mumbai,Clothing,0,Visa,194,3216.92,Password,0.7272,1
83.0,ATM Withdrawal,49496.31,Laptop,London,Restaurants,0,Amex,60,3323.22,OTP,0.0542,1
169.43,ATM Withdrawal,58242.31,Tablet,Sydney,Electronics,0,Discover,219,2102.38,OTP,0.4222,0
84.32,Bank Transfer,91979.12,Mobile,New York,Groceries,0,Discover,11,1134.58,PIN,0.1191,0
45.47,ATM Withdrawal,35199.64,Mobile,London,Restaurants,0,Discover,125,4841.1,OTP,0.4492,1
87.52,POS,76196.15,Tablet,Tokyo,Travel,0,Amex,110,3029.05,Password,0.5056,0
8.74,POS,22403.77,Mobile,Tokyo,Travel,0,Discover,46,4231.13,PIN,0.3251,0
61.7,Online,28252.44,Tablet,New York,Restaurants,0,Mastercard,72,557.22,Biometric,0.6535,0
37.49,ATM Withdrawal,1338.89,Mobile,Tokyo,Groceries,0,Discover,201,3170.95,OTP,0.7702,1
6.15,Online,88035.69,Mobile,Mumbai,Restaurants,0,Amex,12,4996.7,Password,0.6764,0
25.52,POS,93987.25,Tablet,Tokyo,Electronics,0,Discover,132,4844.64,Biometric,0.5395,0
55.55,POS,72544.76,Laptop,London,Restaurants,0,Amex,166,3932.4,Password,0.4769,0
83.45,POS,34831.68,Laptop,Tokyo,Clothing,0,Visa,107,1811.41,PIN,0.5123,0
3.86,POS,1650.77,Laptop,Tokyo,Clothing,0,Amex,212,2608.36,Password,0.097,0
192.72,POS,43942.02,Laptop,New York,Groceries,0,Mastercard,228,1692.05,Biometric,0.1856,1
24.48,Bank Transfer,23664.19,Laptop,Tokyo,Electronics,0,Discover,213,2254.85,Password,0.9144,1
69.88,POS,40788.32,Tablet,New York,Restaurants,0,Amex,72,2810.63,OTP,0.8896,1
119.66,POS,95018.92,Laptop,Sydney,Restaurants,0,Amex,209,1495.88,OTP,0.3421,0
44.07,ATM Withdrawal,95161.35,Tablet,Mumbai,Travel,0,Mastercard,162,2289.41,Biometric,0.6798,1
181.63,POS,61308.08,Mobile,New York,Clothing,0,Amex,42,3842.13,Biometric,0.9969,1
21.93,POS,13632.66,Mobile,Mumbai,Groceries,0,Amex,187,2547.68,Biometric,0.5746,0
21.64,Bank Transfer,68991.86,Mobile,Sydney,Travel,0,Amex,212,3461.77,PIN,0.139,0
93.25,Online,36358.78,Laptop,Tokyo,Restaurants,0,Amex,197,1112.56,OTP,0.0936,1
69.05,Online,43986.44,Tablet,Mumbai,Groceries,0,Discover,8,3193.99,Biometric,0.8882,1
102.02,Online,80028.85,Mobile,Tokyo,Clothing,0,Mastercard,117,1193.13,PIN,0.9666,1
183.37,POS,76541.23,Laptop,New York,Clothing,0,Discover,73,962.77,Password,0.1518,0
140.13,Online,719.41,Mobile,London,Travel,1,Mastercard,103,2855.31,PIN,0.1398,0
232.49,ATM Withdrawal,2654.55,Tablet,Sydney,Restaurants,0,Amex,26,3999.1,Password,0.7681,1
40.02,ATM Withdrawal,85881.96,Tablet,New York,Restaurants,0,Mastercard,39,1922.19,Password,0.6192,0
5.88,POS,67579.64,Mobile,London,Groceries,0,Visa,209,4426.87,Biometric,0.2912,1
38.03,Online,37445.57,Laptop,Mumbai,Electronics,0,Visa,87,1781.44,Biometric,0.8503,1
27.11,Bank Transfer,1239.52,Laptop,Sydney,Travel,0,Mastercard,201,2285.8,Password,0.1733,0
258.57,POS,99183.62,Laptop,London,Clothing,1,Discover,152,4017.24,PIN,0.5923,0
42.66,Bank Transfer,59643.81,Tablet,Mumbai,Groceries,0,Mastercard,201,2081.36,PIN,0.9558,1
149.97,Online,53231.24,Mobile,New York,Electronics,0,Mastercard,80,1232.2,OTP,0.221,0
150.22,Online,80997.03,Mobile,Sydney,Groceries,0,Discover,118,643.24,Password,0.1831,0
71.22,Online,5701.5,Mobile,Tokyo,Restaurants,0,Visa,112,2941.64,OTP,0.9724,1
41.94,ATM Withdrawal,79168.26,Laptop,Sydney,Travel,0,Visa,76,2731.07,OTP,0.5376,0
5.9,Bank Transfer,23142.26,Mobile,London,Electronics,0,Amex,188,2100.4,Password,0.5551,0
7.94,POS,45847.14,Tablet,Mumbai,Electronics,0,Mastercard,85,248.32,PIN,0.5501,0
157.3,ATM Withdrawal,7502.31,Mobile,London,Groceries,0,Mastercard,159,153.24,OTP,0.0543,0
42.75,POS,38300.94,Mobile,Mumbai,Clothing,0,Mastercard,171,2301.44,PIN,0.583,0
123.33,POS,35191.19,Mobile,Mumbai,Travel,0,Visa,8,3172.55,Password,0.899,1
1.26,Online,67118.31,Mobile,Sydney,Electronics,0,Discover,138,4374.27,PIN,0.6674,1
51.56,Bank Transfer,91588.25,Mobile,Sydney,Groceries,0,Discover,144,752.2,Password,0.6878,0
38.04,POS,76902.59,Mobile,Tokyo,Restaurants,0,Amex,33,636.7,PIN,0.2669,0
63.2,ATM Withdrawal,99451.49,Laptop,Sydney,Groceries,0,Discover,238,4833.96,OTP,0.0818,0
47.85,POS,46568.05,Mobile,Tokyo,Clothing,1,Visa,45,3735.88,Biometric,0.299,0
85.54,ATM Withdrawal,19118.98,Laptop,New York,Groceries,0,Discover,79,129.75,Biometric,0.8541,1
48.94,ATM Withdrawal,4985.25,Tablet,Mumbai,Restaurants,0,Mastercard,230,3773.35,Biometric,0.716,1
44.29,ATM Withdrawal,38049.56,Tablet,London,Groceries,0,Discover,73,3697.37,OTP,0.4603,0
171.68,Bank Transfer,57319.62,Tablet,Mumbai,Clothing,1,Amex,170,4420.14,Password,0.8344,1
3.71,POS,91975.76,Tablet,Mumbai,Electronics,0,Discover,143,3670.95,Password,0.0794,0
69.82,ATM Withdrawal,31673.53,Mobile,Sydney,Electronics,0,Mastercard,13,1167.27,OTP,0.3546,0
25.69,POS,86624.9,Laptop,Mumbai,Groceries,0,Mastercard,197,1091.65,OTP,0.2345,1
19.22,Bank Transfer,77465.21,Mobile,Sydney,Clothing,1,Amex,195,1892.46,PIN,0.9947,1
8.79,ATM Withdrawal,14931.37,Laptop,Tokyo,Electronics,0,Visa,73,863.95,Biometric,0.4207,1
198.61,POS,78106.51,Laptop,New York,Electronics,1,Visa,39,804.59,OTP,0.8309,1
152.65,Online,75112.94,Mobile,New York,Electronics,0,Mastercard,183,3325.89,PIN,0.9628,1
202.28,ATM Withdrawal,75077.46,Laptop,Tokyo,Clothing,0,Discover,171,1250.09,PIN,0.2917,0
76.45,ATM Withdrawal,36846.49,Mobile,New York,Clothing,0,Mastercard,203,1849.57,Biometric,0.3624,0
13.57,POS,70680.74,Laptop,London,Groceries,0,Amex,99,822.42,PIN,0.7979,1
21.14,ATM Withdrawal,36048.75,Mobile,Tokyo,Clothing,1,Visa,37,2987.09,OTP,0.4345,0
3.05,POS,66193.2,Laptop,Tokyo,Electronics,0,Visa,79,3543.7,Password,0.0039,0
87.82,POS,79999.79,Tablet,Mumbai,Travel,0,Mastercard,228,2889.62,OTP,0.2609,0
14.51,Online,67728.69,Tablet,Tokyo,Clothing,1,Visa,172,594.48,OTP,0.3898,0
59.71,POS,35938.94,Laptop,Tokyo,Groceries,0,Amex,144,3339.87,PIN,0.6256,0
125.15,Online,64857.52,Laptop,London,Restaurants,0,Visa,185,4047.69,PIN,0.7608,0
136.87,Bank Transfer,61679.64,Mobile,Tokyo,Electronics,0,Amex,180,1646.7,Biometric,0.7879,0
111.5,ATM Withdrawal,26023.37,Tablet,London,Clothing,0,Visa,233,658.9,OTP,0.5888,0
146.04,POS,69675.09,Tablet,London,Travel,0,Mastercard,86,735.18,Biometric,0.1225,0
25.21,POS,88489.14,Mobile,New York,Travel,0,Mastercard,96,2051.7,Password,0.9965,1
123.04,Online,93112.69,Laptop,Sydney,Clothing,0,Discover,42,4095.63,Password,0.512,0
158.63,ATM Withdrawal,97591.89,Laptop,Sydney,Travel,0,Mastercard,142,4596.99,PIN,0.4765,0
29.41,POS,70267.11,Mobile,New York,Restaurants,0,Discover,69,4180.12,Password,0.9394,1
129.28,Online,67594.11,Tablet,Mumbai,Groceries,0,Amex,92,4307.82,OTP,0.1963,0
64.89,Online,76023.66,Laptop,Tokyo,Restaurants,1,Amex,103,3632.86,Biometric,0.2485,0
7.8,Online,36479.02,Mobile,Mumbai,Restaurants,0,Discover,224,4005.5,PIN,0.9279,1
63.47,ATM Withdrawal,71870.22,Tablet,Mumbai,Groceries,0,Visa,112,4912.58,Password,0.2814,0
345.48,Bank Transfer,76069.07,Laptop,Sydney,Travel,0,Mastercard,21,1897.54,OTP,0.8696,1
90.58,POS,85563.05,Mobile,Sydney,Electronics,0,Discover,134,3982.25,PIN,0.4278,0
28.4,POS,62827.89,Tablet,Sydney,Groceries,0,Mastercard,226,2680.18,OTP,0.8983,1
293.22,POS,83619.32,Tablet,New York,Electronics,0,Discover,79,3314.2,Password,0.2582,0
42.89,ATM Withdrawal,7153.74,Laptop,Mumbai,Electronics,0,Discover,170,613.94,Password,0.5778,0
397.2,POS,42026.33,Laptop,London,Clothing,0,Discover,98,252.68,PIN,0.2002,1
123.97,Online,7121.06,Mobile,Tokyo,Restaurants,0,Visa,72,3330.04,Password,0.0191,0
5.42,POS,78962.31,Mobile,Mumbai,Electronics,0,Visa,228,188.27,OTP,0.7844,0
130.64,Bank Transfer,74061.26,Laptop,Mumbai,Restaurants,0,Visa,193,4465.03,PIN,0.0879,0
55.33,Online,74091.65,Tablet,London,Restaurants,0,Mastercard,81,899.84,OTP,0.9539,1
21.39,POS,34847.42,Mobile,Mumbai,Travel,0,Amex,164,217.82,Biometric,0.4564,0
21.32,Online,87442.63,Mobile,Mumbai,Groceries,0,Visa,105,3952.41,Biometric,0.2172,0
171.99,ATM Withdrawal,48018.89,Tablet,Tokyo,Travel,0,Amex,139,1003.37,Biometric,0.7016,0
123.52,Bank Transfer,88698.97,Laptop,London,Travel,0,Mastercard,83,2821.53,Password,0.3791,0
54.67,ATM Withdrawal,32319.64,Laptop,Sydney,Electronics,0,Discover,172,1336.72,Password,0.1999,0
277.57,Online,32274.58,Mobile,Sydney,Electronics,0,Discover,99,1053.6,Biometric,0.6381,0
68.1,Online,57998.17,Laptop,Tokyo,Restaurants,0,Discover,131,4353.85,Password,0.0864,0
54.2,ATM Withdrawal,82866.37,Laptop,Tokyo,Clothing,1,Visa,149,573.47,Password,0.6619,0
173.65,Online,66276.52,Laptop,Tokyo,Electronics,0,Amex,119,4150.12,PIN,0.4802,0
118.23,ATM Withdrawal,48563.58,Laptop,London,Clothing,0,Discover,166,1455.48,OTP,0.8682,1
65.69,Online,78125.76,Tablet,Sydney,Clothing,0,Mastercard,68,321.31,Biometric,0.7174,0
40.19,Online,64977.59,Tablet,New York,Restaurants,0,Discover,153,2493.93,OTP,0.6112,0
166.26,POS,52526.32,Mobile,Tokyo,Restaurants,0,Amex,7,1635.22,OTP,0.8705,1
130.72,POS,50583.99,Mobile,Mumbai,Travel,0,Visa,119,3598.62,Password,0.9993,1
21.76,ATM Withdrawal,10932.61,Laptop,New York,Travel,0,Amex,221,3588.47,Biometric,0.9746,1
178.05,Bank Transfer,66501.58,Tablet,London,Clothing,0,Amex,236,1381.01,Password,0.6648,1
6.05,ATM Withdrawal,81365.83,Tablet,Mumbai,Clothing,0,Mastercard,54,3020.92,Biometric,0.3425,0
146.96,POS,20833.74,Tablet,New York,Travel,1,Amex,116,1546.12,OTP,0.3867,1
46.16,Bank Transfer,50565.51,Mobile,New York,Travel,0,Visa,38,2387.29,OTP,0.0264,0
85.28,Bank Transfer,33587.05,Tablet,New York,Groceries,0,Visa,165,4268.91,PIN,0.0158,0
63.19,POS,88985.48,Mobile,London,Clothing,0,Mastercard,15,1625.58,PIN,0.494,0
83.86,POS,42261.03,Laptop,Mumbai,Groceries,0,Discover,18,3111.24,Biometric,0.4652,0
24.89,POS,60455.74,Tablet,Sydney,Clothing,0,Mastercard,91,4797.99,OTP,0.6121,0
185.91,POS,6763.35,Tablet,Sydney,Restaurants,0,Mastercard,108,1438.44,OTP,0.8005,0
85.56,Bank Transfer,37890.45,Mobile,Tokyo,Travel,0,Discover,47,4459.0,OTP,0.2242,0
114.89,Bank Transfer,90564.34,Laptop,Tokyo,Restaurants,0,Visa,191,3527.76,PIN,0.842,1
97.98,Online,1640.31,Laptop,Sydney,Travel,1,Discover,228,487.9,Biometric,0.4273,0
52.4,Online,90011.47,Laptop,Tokyo,Travel,0,Visa,101,1906.98,PIN,0.1889,0
7.02,ATM Withdrawal,71908.95,Mobile,Tokyo,Electronics,0,Discover,149,674.36,Password,0.3476,1
8.74,Bank Transfer,32622.0,Mobile,New York,Clothing,0,Discover,138,3044.46,Biometric,0.9967,1
21.13,Bank Transfer,16460.5,Mobile,Sydney,Travel,0,Visa,53,4801.41,Biometric,0.3939,0
77.63,ATM Withdrawal,93124.76,Mobile,New York,Electronics,0,Visa,1,2378.21,Password,0.3442,0
239.49,ATM Withdrawal,27330.55,Mobile,Mumbai,Electronics,0,Mastercard,211,1987.1,Biometric,0.0358,1
61.55,Online,16198.39,Tablet,London,Electronics,0,Visa,34,3611.82,OTP,0.291,0
71.85,ATM Withdrawal,64604.32,Tablet,London,Clothing,0,Mastercard,183,2711.02,PIN,0.5319,1
155.55,POS,41067.25,Tablet,Sydney,Electronics,0,Mastercard,24,2651.52,OTP,0.415,0
191.71,ATM Withdrawal,96726.84,Laptop,Tokyo,Travel,0,Amex,215,2835.81,PIN,0.0078,1
11.41,ATM Withdrawal,55999.8,Laptop,Tokyo,Electronics,0,Amex,217,1646.6,Biometric,0.0832,1
87.03,ATM Withdrawal,29078.01,Laptop,London,Restaurants,0,Mastercard,231,2165.91,Password,0.0014,0
45.72,Online,56031.89,Mobile,London,Restaurants,0,Visa,229,1897.63,OTP,0.7147,1
48.93,POS,65201.31,Tablet,Mumbai,Restaurants,0,Mastercard,237,3924.01,Password,0.7815,0
13.24,POS,55134.53,Tablet,Sydney,Restaurants,0,Visa,151,3525.16,OTP,0.5814,0
23.76,POS,45305.83,Laptop,London,Clothing,0,Visa,81,1128.59,PIN,0.0186,1
262.62,ATM Withdrawal,14600.17,Tablet,Mumbai,Electronics,0,Mastercard,41,4872.38,Password,0.5566,0
88.81,POS,44116.72,Laptop,London,Restaurants,0,Mastercard,101,2339.41,Biometric,0.7577,1
44.61,ATM Withdrawal,63822.07,Tablet,New York,Restaurants,0,Amex,51,500.3,OTP,0.0564,0
120.48,Bank Transfer,38796.09,Mobile,Tokyo,Groceries,0,Discover,137,4913.77,Password,0.9006,1
51.51,ATM Withdrawal,90838.15,Laptop,Sydney,Groceries,0,Amex,39,323.08,PIN,0.5156,1
108.73,Bank Transfer,54405.78,Laptop,Sydney,Clothing,1,Mastercard,123,2607.21,PIN,0.2382,1
219.05,Online,27736.32,Laptop,Sydney,Restaurants,0,Amex,39,384.41,Password,0.5953,1
25.3,Online,78663.97,Mobile,Mumbai,Clothing,1,Mastercard,227,1950.45,OTP,0.8301,0
104.18,Bank Transfer,22378.29,Tablet,Mumbai,Groceries,0,Amex,156,3266.02,Password,0.4986,0
31.22,Bank Transfer,96240.01,Tablet,London,Restaurants,0,Discover,37,2009.47,PIN,0.8982,1
134.81,Bank Transfer,91106.0,Laptop,New York,Travel,0,Discover,61,2605.03,OTP,0.146,0
113.8,POS,5254.0,Tablet,Mumbai,Travel,0,Amex,119,314.72,Password,0.2733,1
98.34,POS,66252.86,Laptop,Tokyo,Electronics,0,Mastercard,104,3900.99,OTP,0.1689,0
39.45,POS,15711.95,Laptop,Sydney,Travel,1,Mastercard,141,1299.9,PIN,0.1505,0
38.65,POS,61888.44,Tablet,Sydney,Clothing,0,Amex,88,408.43,OTP,0.4682,0
126.52,Bank Transfer,19982.09,Mobile,New York,Clothing,0,Visa,35,1912.35,OTP,0.1614,0
39.58,ATM Withdrawal,15016.43,Mobile,New York,Clothing,0,Amex,123,4231.86,OTP,0.2222,0
104.26,ATM Withdrawal,20654.75,Tablet,Sydney,Clothing,0,Mastercard,7,4203.42,Biometric,0.6455,1
8.79,ATM Withdrawal,62361.29,Laptop,London,Restaurants,0,Amex,93,1425.51,Biometric,0.9493,1
78.79,Online,84591.36,Mobile,New York,Groceries,1,Amex,58,4966.05,OTP,0.9434,1
63.71,Online,89897.23,Tablet,London,Groceries,0,Amex,2,4504.11,OTP,0.7222,0
